"STATE","Plant","Lat","Long","Coal","Oil","Gas","Nuclear","Hydro","Biomass","Wind","Solar","Geo","Other1","Other2"
"AK","Craig","55.4764","-133.1483","0.0","-84.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Delta Power","64.0283","-145.7181","0.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Dillingham","59.6708","-157.8900","0.0","19,143.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Dutch Harbor","53.9761","-166.5361","0.0","28,270.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Eielson AFB Central Heat & Power Plant","64.6711","-147.0719","68,398.0","1,249.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Eklutna Hydro Project","61.6050","-149.1192","0.0","0.0","0.0","0.0","74,203.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Elim","64.6206","-162.2772","0.0","1,137.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Emmonak","62.8719","-164.4864","0.0","3,119.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Fairbanks","64.8547","-147.7164","0.0","10,318.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","False Island","55.4889","-133.1339","0.0","295.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Fort Greely Power Plant","63.0947","-145.7172","0.0","507.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Galena Electric Utility","64.7407","-156.9551","0.0","6,022.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Gambell","63.7667","-171.7375","0.0","1,557.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","George M Sullivan Generation Plant 2","61.1344","-149.0846","0.0","531.8","1,047,883.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Glennallen","61.9769","-146.5494","0.0","5,336.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Goat Lake Hydro","59.4550","-135.3264","0.0","0.0","0.0","0.0","15,705.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Gold Creek","58.3000","-134.4061","0.0","17.0","0.0","0.0","4,530.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Green Lake","56.9858","-135.1211","0.0","0.0","0.0","0.0","58,101.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Gwitchyaa Zhee","66.5208","-145.3064","0.0","2,698.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Haines","59.2358","-135.4450","0.0","-226.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Healy","63.8542","-148.9500","189,476.7","308.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Hoonah","58.1833","-135.7433","0.0","4,562.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Hooper Bay","61.5208","-166.1003","0.0","2,607.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Hydaburg","55.2081","-132.8267","0.0","-13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","International","61.1703","-149.9103","0.0","0.0","1,298.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Jarvis Street","57.0497","-135.3128","0.0","-169.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Kake","56.1522","-133.1519","0.0","2,392.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Kasidaya Creek Hydro","59.4072","-135.3408","0.0","0.0","0.0","0.0","7,266.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Kasigluk","60.8731","-162.5197","0.0","2,181.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Ketchikan","55.3633","-131.6778","0.0","0.0","0.0","0.0","23,338.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Kiana","67.5683","-160.5053","0.0","1,515.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","King Cove","55.7272","-160.7167","0.0","4,480.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Kivalina","67.6300","-163.7189","0.0","1,202.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Kodiak","57.7850","-152.4247","0.0","9,766.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Kotlik","62.9456","-163.7614","0.0","1,944.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Kotzebue","66.2053","-160.2692","0.0","20,758.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0"
"AK","Koyuk","64.9300","-161.1600","0.0","1,367.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Lake Dorothy Hydroelectric Project","58.2325","-134.0533","0.0","0.0","0.0","0.0","58,741.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Lemon Creek","58.3514","-134.4986","0.0","-377.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","McGrath","63.2369","-154.2194","0.0","2,736.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Mountain Village","62.1656","-163.0783","0.0","2,805.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Naknek","58.8128","-156.7319","0.0","20,949.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","New Halen","60.0650","-153.1217","0.0","411.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Nikiski Co-Generation","60.5619","-150.6222","0.0","0.0","265,248.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Noatak","67.5700","-162.9800","0.0","1,807.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Noorvik","66.8553","-160.4958","0.0","1,998.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","North Pole","64.7356","-147.3481","0.0","520,322.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Northway","62.9617","-141.9372","0.0","1,257.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","NSB Anaktuvuk Pass","68.7494","-152.1319","0.0","3,253.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","NSB Atquasuk Utility","70.4808","-157.3969","0.0","2,989.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","NSB Kaktovik Utility","69.2925","-143.7303","0.0","4,090.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","NSB Point Hope Utility","69.7407","-163.0087","0.0","5,476.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","NSB Point Lay Utility","69.6931","-169.9303","0.0","3,628.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","NSB Wainwright Utility","70.5986","-160.0614","0.0","5,301.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Nymans Plant","57.7911","-152.4058","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Orca","60.5550","-145.7531","0.0","8,269.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Pelican","57.9594","-136.2261","0.0","812.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Petersburg","56.5583","-133.2544","0.0","633.1","0.0","0.0","10,880.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Pillar Mountain Wind Project","57.7869","-152.4406","0.0","0.0","0.0","0.0","0.0","0.0","12,606.0","0.0","0.0","0.0","0.0"
"AK","Pilot Station","61.9381","-162.8750","0.0","1,703.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Port Lions","57.1451","-153.4767","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Power Creek","60.5900","-145.5956","0.0","0.0","0.0","0.0","17,599.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Purple Lake","55.1139","-131.5481","0.0","0.0","0.0","0.0","16,239.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Quinhagak","59.7539","-161.9008","0.0","1,631.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","S W Bailey","55.3633","-131.6778","0.0","-447.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Salmon Creek 1","58.3261","-134.4625","0.0","0.0","0.0","0.0","24,201.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Savoonga","63.2500","-169.5889","0.0","1,771.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Scammon Bay","61.7900","-165.0689","0.0","1,670.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Selawik","66.5569","-160.1431","0.0","2,714.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Seldovia","59.4373","-151.7150","0.0","202.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Seward","60.1083","-149.4417","0.0","678.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Shishmaref","65.0853","-165.1108","0.0","1,603.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Shungnak","66.7100","-156.9889","0.0","1,518.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Silvis","55.3633","-131.6778","0.0","0.0","0.0","0.0","11,368.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Skagway","59.4583","-135.3139","0.0","-51.0","0.0","0.0","3,569.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Snake River","64.5033","-165.4357","0.0","33,796.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Snettisham","58.1389","-133.7264","0.0","0.0","0.0","0.0","285,665.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Solomon Gulch","61.0811","-146.8572","0.0","0.0","0.0","0.0","44,758.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","South Fork","55.5500","-132.9000","0.0","0.0","0.0","0.0","5,757.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","St Marys","62.0636","-163.2658","0.0","3,139.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","St. Michael","63.4775","-162.0383","0.0","1,729.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Stebbins","63.4700","-162.2489","0.0","1,376.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Swan Lake","55.3633","-131.6778","0.0","0.0","0.0","0.0","91,977.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Terror Lake","57.7911","-152.4058","0.0","0.0","0.0","0.0","123,964.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Tesoro Alaska Petroleum","60.6770","-151.3815","0.0","0.0","64,575.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Thorne Bay Plant","55.5156","-132.9672","0.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Togiak","59.2281","-160.3850","0.0","2,905.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Tok","63.3367","-142.9856","0.0","11,026.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Toksook Bay","60.6000","-164.7489","0.0","2,612.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Unalakleet","63.5325","-160.9006","0.0","3,777.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Unalaska Power Module","53.8641","-166.5124","0.0","3,078.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Unisea G 2","53.8892","-166.5583","0.0","27,578.1","0.0","0.0","0.0","6,304.4","0.0","0.0","0.0","0.0","0.0"
"AK","University of Alaska Fairbanks","64.8542","-147.8220","51,127.3","5,219.0","639.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Upper Kalskag","61.5378","-160.3072","0.0","1,387.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Utility Plants Section","64.6715","-147.0772","107,245.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Valdez","61.0811","-146.8517","0.0","3,970.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Valdez Cogen","61.0811","-146.8517","0.0","30,043.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Viking","55.4886","-133.1408","0.0","37.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Westward Seafoods","53.8575","-166.5539","0.0","17,486.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Wrangell","56.4522","-132.3683","0.0","309.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","Yakutat","59.5453","-139.7250","0.0","5,977.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","ABC Coke","33.5823","-86.7870","0.0","0.0","512.3","0.0","0.0","0.0","0.0","0.0","0.0","16,870.7","0.0"
"AL","Alabama Pine Pulp","31.5825","-87.4889","0.0","1,221.3","289.0","0.0","0.0","85,621.6","0.0","0.0","0.0","0.0","0.0"
"AL","Alabama River Pulp","31.5825","-87.4889","0.0","831.5","167.4","0.0","0.0","36,048.1","0.0","0.0","0.0","0.0","0.0"
"AL","AMEA Peaking","33.1661","-86.2825","0.0","0.0","12,642.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Bankhead Dam","33.2146","-87.5882","0.0","0.0","0.0","0.0","100,981.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Barry","31.0069","-88.0103","7,749,280.0","0.0","7,439,607.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Bartletts Ferry","32.6631","-85.0911","0.0","0.0","0.0","0.0","427,335.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Boise Cascade Pulp & Paper Mill","31.4894","-87.8989","0.0","444.2","42,857.5","0.0","0.0","69,821.6","0.0","0.0","0.0","0.0","0.0"
"AL","Browns Ferry","34.7042","-87.1189","0.0","0.0","0.0","24,771,137.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Calhoun Energy Center","33.5883","-85.9731","0.0","14,400.5","259,775.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Charles R Lowman","31.4858","-87.9106","3,166,801.2","10,171.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Colbert","34.7439","-87.8486","5,993,857.4","42,278.5","2,795.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Crestwood Dothan","31.2624","-85.4027","0.0","1,119.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Decatur Energy Center","34.6292","-87.0214","0.0","0.0","3,454,959.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","E B Harris Electric Generating Plant","32.3814","-86.5736","0.0","0.0","4,189,287.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","E C Gaston","33.2442","-86.4567","9,572,401.6","20,768.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","ExxonMobil Mobile Bay Onshore","30.4278","-88.1769","0.0","0.0","49,928.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Fairfield Works","33.4885","-86.9212","0.0","0.0","83,244.4","0.0","0.0","0.0","0.0","0.0","0.0","216,655.3","0.0"
"AL","Gadsden","34.0128","-85.9708","217,945.2","0.0","10,524.6","0.0","0.0","1,190.2","0.0","0.0","0.0","0.0","0.0"
"AL","Gantt","31.4000","-86.4753","0.0","0.0","0.0","0.0","6,509.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","General Electric Plastic","32.3102","-86.5242","0.0","0.0","529,010.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Georgia Pacific Brewton Mill","31.0770","-87.1113","0.0","9,232.6","34,220.0","0.0","0.0","234,466.9","0.0","0.0","0.0","0.0","0.0"
"AL","Georgia Pacific Naheola Mill","32.2268","-88.0252","58,964.1","2,340.5","38,781.7","0.0","0.0","191,956.6","0.0","0.0","0.0","0.0","0.0"
"AL","Goat Rock","32.6088","-85.0814","0.0","0.0","0.0","0.0","136,398.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Gorgas","33.6446","-87.2003","6,864,659.3","10,849.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Greene County","32.6017","-87.7811","2,713,806.8","2,801.7","67,301.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Guntersville","34.4211","-86.3931","0.0","0.0","0.0","0.0","645,316.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","H Allen Franklin Combined Cycle","32.6094","-85.0961","0.0","0.0","7,713,188.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","H Neely Henry Dam","33.7845","-86.0524","0.0","0.0","0.0","0.0","176,953.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Harris Dam","33.2579","-85.6162","0.0","0.0","0.0","0.0","159,540.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Hillabee Energy Center","33.0000","-85.9031","0.0","0.0","2,181,265.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Hog Bayou Energy Center","30.7478","-88.0575","0.0","0.0","556,143.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Holt Dam","33.2553","-87.4495","0.0","0.0","0.0","0.0","128,109.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","International Paper Courtland Mill","34.7350","-87.3108","0.0","228.3","36,439.8","0.0","0.0","338,520.3","0.0","0.0","0.0","2,763.7","0.0"
"AL","International Paper Prattville Mill","32.4187","-86.4718","50,881.8","6,830.4","30,164.5","0.0","0.0","471,793.3","0.0","0.0","0.0","0.0","0.0"
"AL","International Paper Riverdale Mill","32.4250","-86.8694","0.0","2,649.6","201,341.8","0.0","0.0","241,786.6","0.0","0.0","0.0","0.0","0.0"
"AL","James H Miller Jr","33.6319","-87.0597","20,531,889.1","0.0","89,745.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Jones Bluff","32.3248","-86.7872","0.0","0.0","0.0","0.0","272,954.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Jordan Dam","32.6189","-86.2548","0.0","0.0","0.0","0.0","327,599.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Joseph M Farley","31.2231","-85.1116","0.0","0.0","0.0","13,169,684.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Lay Dam","32.9633","-86.5187","0.0","0.0","0.0","0.0","482,545.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Lee County","32.5412","-85.0384","0.0","0.0","3,919.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Lewis Smith Dam","33.9406","-87.1077","0.0","0.0","0.0","0.0","214,662.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Logan Martin Dam","33.4258","-86.3380","0.0","0.0","0.0","0.0","306,988.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Martin Dam","32.6797","-85.9125","0.0","0.0","0.0","0.0","397,804.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","McIntosh","31.2546","-88.0299","0.0","291.6","134,472.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","McWilliams","31.4001","-86.4767","0.0","217.8","2,834,076.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Mead Coated Board","32.1750","-85.0311","0.0","0.0","151,231.4","0.0","0.0","577,435.6","0.0","0.0","0.0","0.0","0.0"
"AL","Millers Ferry","32.1009","-87.3969","0.0","0.0","0.0","0.0","302,175.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Mitchell Dam","32.8049","-86.4456","0.0","0.0","0.0","0.0","411,104.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Mobile Energy Services LLC","30.7322","-88.0769","112,835.1","0.0","18,142.3","0.0","0.0","259,955.6","0.0","0.0","0.0","0.0","0.0"
"AL","Morgan Energy Center","34.6397","-87.0639","0.0","0.0","3,852,216.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Point A","31.3614","-86.5183","0.0","0.0","0.0","0.0","15,022.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Rock-Tenn Mill","32.4541","-87.9759","14,090.9","47,669.5","811.6","0.0","0.0","141,242.0","0.0","0.0","0.0","0.0","0.0"
"AL","Shell Offshore Yellowhammer","30.4067","-88.1333","0.0","0.0","15,503.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Sloss Industries Corp","33.5611","-86.8106","0.0","0.0","8.4","0.0","0.0","0.0","0.0","0.0","0.0","43,199.3","0.0"
"AL","Tenaska Central Alabama Generating Stn","32.6503","-86.7386","0.0","0.0","1,638,043.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Tenaska Lindsay Hill Generating Station","32.6514","-86.7386","0.0","0.0","910,925.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Theodore Cogen Facility","30.5248","-88.1289","0.0","0.0","1,547,078.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Thurlow Dam","32.5349","-85.8896","0.0","0.0","0.0","0.0","223,951.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","U S Alliance Coosa Pines","33.3278","-86.3583","63,528.8","0.0","0.0","0.0","0.0","90,828.2","0.0","0.0","0.0","0.0","0.0"
"AL","Walter Bouldin Dam","32.6184","-86.2567","0.0","0.0","0.0","0.0","434,527.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Washington County Cogeneration Facility","31.2504","-88.0156","0.0","0.0","852,460.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Weiss Dam","34.1722","-85.7537","0.0","0.0","0.0","0.0","193,703.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Weyerhaeuser Pine Hill Operations","31.9698","-87.4806","248,033.9","14,450.2","251,939.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Wheeler Dam","34.8069","-87.3819","0.0","0.0","0.0","0.0","1,096,591.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Widows Creek","34.8825","-85.7547","5,691,435.5","11,056.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Wilson Dam","34.7934","-87.6244","0.0","0.0","0.0","0.0","2,094,059.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","Yates Dam","32.5743","-85.8901","0.0","0.0","0.0","0.0","149,429.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AR","Arkansas Nuclear One","35.3110","-93.2351","0.0","0.0","0.0","15,022,678.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AR","Ashdown","33.6417","-94.1083","111,443.0","1,219.9","80,138.5","0.0","0.0","639,746.2","0.0","0.0","0.0","18,215.3","0.0"
"AR","Beaver","36.4226","-93.8462","0.0","0.0","0.0","0.0","189,500.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AR","Blakely Mountain","34.5711","-93.1947","0.0","0.0","0.0","0.0","74,975.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AR","Bull Shoals","36.3635","-92.5763","0.0","0.0","0.0","0.0","940,567.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AR","Carl Bailey","35.2597","-91.3631","0.0","5,176.3","41,066.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AR","Carpenter","34.4425","-93.0262","0.0","0.0","0.0","0.0","111,812.0","0.0","0.0","0.0","0.0","0.0","0.0"
