"State","Plant","Lat","Long","Coal","Oil","Gas","Nuclear","Hydro","Wood","Wind","Solar","Geo","Other"
"AK","I-N-N ELECTRIC","N/A","N/A","0.0","417.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","INDIAN RIVER","N/A","N/A","0.0","102.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","INTERNATIONAL","61.1095","149.4381","0.0","0.0","977.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","KALTAG","N/A","N/A","0.0","728.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","KETCHIKAN","55.5426","131.4359","0.0","0.0","0.0","0.0","23215.0","0.0","0.0","0.0","0.0","0.0"
"AK","KIANA","N/A","N/A","0.0","1334.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","KING COVE","55.6440","161.9602","0.0","8649.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","KIVALINA","N/A","N/A","0.0","1080.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","KODIAK","57.5771","153.3139","0.0","7773.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","KOTZEBUE","66.8575","159.8516","0.0","21520.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","KOYUK","64.8202","163.7929","0.0","1116.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","LEMON CREEK","58.3849","134.1888","0.0","1866.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","LISBURNE PRODUCTION CENTER","69.7020","153.9798","0.0","1136.8","138532.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","LOWER KALSKAG","60.2992","159.7343","0.0","1186.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","MARSHALL","60.2992","159.7343","0.0","1020.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","MCGRATH","65.2014","151.0227","0.0","3238.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","MEKORYUK","60.2992","159.7343","0.0","772.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","MENTASTA","64.8557","146.2789","0.0","335.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","MINTO","64.8557","146.2789","0.0","700.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","MONOPOD PLATFORM","60.0656","151.6719","0.0","0.0","2625.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","MOUNTAIN VILLAGE","60.2992","159.7343","0.0","2435.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","NAKNEK","58.7557","157.1512","0.0","20525.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","NAUKATI","55.5135","132.0062","0.0","837.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","NEW STUYAHOK","58.2710","156.6659","0.0","1138.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","NOATAK","N/A","N/A","0.0","1312.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","NOORVIK","N/A","N/A","0.0","1676.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","NORTH POLE","64.8557","146.2789","0.0","335913.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","NORTHWAY","N/A","N/A","0.0","1704.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","NULATO","60.2992","159.7343","0.0","1131.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","NUNAPITCHUK","60.2992","159.7343","0.0","2268.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","OFFSHORE SYSTEMS INC","51.9961","175.5654","0.0","1948.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","OLD HARBOR","57.5771","153.3139","0.0","709.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","PELICAN","58.6026","136.6848","0.0","250.0","0.0","0.0","1975.0","0.0","0.0","0.0","0.0","0.0"
"AK","PETERSBURG","56.5405","132.8194","0.0","936.0","0.0","0.0","14217.0","0.0","0.0","0.0","0.0","0.0"
"AK","PILOT STATION","60.2992","159.7343","0.0","1255.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","PORT LIONS","57.5771","153.3139","0.0","-88.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","PURPLE LAKE","55.5426","131.4359","0.0","0.0","0.0","0.0","13982.0","0.0","0.0","0.0","0.0","0.0"
"AK","QUINHAGAK","60.2992","159.7343","0.0","1327.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","RUSSIAN MISSION","65.2014","151.0227","0.0","652.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","S W BAILEY","55.5426","131.4359","0.0","7998.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","SALMON CREEK 1","58.3849","134.1888","0.0","0.0","0.0","0.0","13168.0","0.0","0.0","0.0","0.0","0.0"
"AK","SALMON CREEK 2","58.3849","134.1888","0.0","0.0","0.0","0.0","17000.0","0.0","0.0","0.0","0.0","0.0"
"AK","SAVOONGA","64.8202","163.7929","0.0","1665.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","SCAMMON BAY","60.2992","159.7343","0.0","1014.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","SEAWATER TREATMENT PLANT","69.7020","153.9798","0.0","0.0","270.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","SELAWIK","N/A","N/A","0.0","2266.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","SELDOVIA","60.0656","151.6719","0.0","253.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","SHAGELUK","60.2992","159.7343","0.0","330.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","SHAKTOOLIK","64.8202","163.7929","0.0","796.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","SHISHMAREF","64.8202","163.7929","0.0","1531.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","SHUNGNAK","N/A","N/A","0.0","1346.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","SILVIS","55.5426","131.4359","0.0","0.0","0.0","0.0","11290.0","0.0","0.0","0.0","0.0","0.0"
"AK","SKAGWAY","58.3849","134.1888","0.0","226.0","0.0","0.0","3737.0","0.0","0.0","0.0","0.0","0.0"
"AK","SNAKE RIVER","64.8202","163.7929","0.0","28211.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","SNETTISHAM","58.3849","134.1888","0.0","0.0","0.0","0.0","130235.0","0.0","0.0","0.0","0.0","0.0"
"AK","SOLDOTNA","60.0656","151.6719","0.0","0.0","59354.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","SOLOMON GULCH","61.4602","144.9163","0.0","0.0","0.0","0.0","50788.0","0.0","0.0","0.0","0.0","0.0"
"AK","ST MARY'S","60.2992","159.7343","0.0","2717.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","ST MICHAEL","64.8202","163.7929","0.0","1093.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","STEBBINS","64.8202","163.7929","0.0","1325.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","SWAN LAKE","55.5426","131.4359","0.0","0.0","0.0","0.0","83792.0","0.0","0.0","0.0","0.0","0.0"
"AK","TERROR LAKE","57.5771","153.3139","0.0","0.0","0.0","0.0","54045.0","0.0","0.0","0.0","0.0","0.0"
"AK","TESORO ALASKA PETROLEUM","60.0656","151.6719","0.0","57.5","46782.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","TETLIN","64.8557","146.2789","0.0","337.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","TOGIAK","58.2710","156.6659","0.0","2370.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","TOK","64.8557","146.2789","0.0","11674.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","TOKSOOK BAY","60.2992","159.7343","0.0","1164.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","TUNUNAK","60.2992","159.7343","0.0","762.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","UNALAKLEET","62.2729","149.7143","0.0","4117.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","UNISEA INCORPORATED G 2","51.9961","175.5654","0.0","23592.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","UNIVERSITY OF ALASKA FAIRBANKS","64.8557","146.2789","42991.8","7156.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","UTILITY PLANTS SECTION","64.8557","146.2789","87641.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","VALDEZ","61.4602","144.9163","0.0","2600.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","WALES","64.8202","163.7929","0.0","524.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","WESTWARD SEAFOODS INC","51.9961","175.5654","0.0","17409.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","WHALE PASS","55.5135","132.0062","0.0","296.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","WRANGELL","56.5405","132.8194","0.0","684.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AK","YAKUTAT","58.6026","136.6848","0.0","8378.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","ALABAMA PINE PULP CO INC","31.5284","87.3368","0.0","8712.9","32499.1","0.0","0.0","354617.6","0.0","0.0","0.0","0.0"
"AL","ALABAMA RIVER PULP CO","31.5284","87.3368","0.0","17204.1","9746.0","0.0","0.0","243242.8","0.0","0.0","0.0","0.0"
"AL","BANKHEAD DAM","33.3071","87.4531","0.0","0.0","0.0","0.0","104858.0","0.0","0.0","0.0","0.0","0.0"
"AL","BARRY","31.0069","88.0103","11014782.0","83.0","1334122.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","BIG ESCAMBIA CREEK TREATING FACILITY","31.1279","87.1521","0.0","0.0","14209.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","BOISE CASADE PULP&PAPER MILL JACKSON ALABAMA","31.5915","87.8198","0.0","139.3","67573.2","0.0","0.0","61607.9","0.0","0.0","0.0","0.0"
"AL","BROWNS FERRY","34.7749","87.0221","0.0","0.0","0.0","18806504.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","CHARLES R LOWMAN","31.4875","87.9125","3330587.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","COLBERT","34.7439","87.8486","7166242.0","55946.0","148856.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","COURTLAND MILL","34.5518","87.3181","61717.2","3735.4","215069.4","0.0","0.0","522403.1","0.0","0.0","0.0","33826.4"
"AL","CRESTWOOD CORP  DOTHAN","31.1558","85.3550","0.0","414.3","654.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","DISTRICT 100 TRANS GAS PIPE LINE CORP","32.5245","86.6642","0.0","0.0","5820.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","E C GASTON","33.2442","86.4567","12605846.0","17376.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","FAIRFIELD WORKS","33.5443","86.9025","0.0","0.0","258841.1","0.0","0.0","0.0","0.0","0.0","0.0","4656.0"
"AL","FLOMATON TREATING FACILITY","31.1279","87.1521","0.0","0.0","0.0","0.0","0.0","5406.1","0.0","0.0","0.0","0.0"
"AL","GADSDEN","34.0136","85.9703","494621.0","151.0","14236.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","GANTT","31.2610","86.4441","0.0","0.0","0.0","0.0","2279.0","0.0","0.0","0.0","0.0","0.0"
"AL","GENERAL ELEC PLASTIC","32.1784","86.6559","0.0","0.0","190923.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","GORGAS","33.5111","87.2350","8644311.0","14905.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","GREENE COUNTY","32.6000","87.7667","3752685.0","127895.0","614061.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","GULF STATES PAPER CORP","32.2608","87.7899","19091.5","2157.7","17092.5","0.0","0.0","123494.1","0.0","0.0","0.0","0.0"
"AL","GUNTERSVILLE","34.3496","86.3199","0.0","0.0","0.0","0.0","533772.0","0.0","0.0","0.0","0.0","0.0"
"AL","H NEELY HENRY DAM","33.7621","85.8380","0.0","0.0","0.0","0.0","110333.0","0.0","0.0","0.0","0.0","0.0"
"AL","HARRIS DAM","33.3035","85.4432","0.0","0.0","0.0","0.0","74516.0","0.0","0.0","0.0","0.0","0.0"
"AL","HOLT DAM","33.3071","87.4531","0.0","0.0","0.0","0.0","87119.0","0.0","0.0","0.0","0.0","0.0"
"AL","INTERNATIONAL PAPER CO","32.5245","86.6642","41536.2","27963.6","50122.6","0.0","0.0","343896.8","0.0","0.0","0.0","0.0"
"AL","JAMES H MILLER JR","33.6319","87.0597","20343877.0","5790.0","69345.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","JONES BLUFF","32.5245","86.6642","0.0","0.0","0.0","0.0","204758.0","0.0","0.0","0.0","0.0","0.0"
"AL","JORDAN DAM","32.5897","86.1442","0.0","0.0","0.0","0.0","185656.0","0.0","0.0","0.0","0.0","0.0"
"AL","JOSEPH M FARLEY","31.1558","85.3550","0.0","0.0","0.0","12562059.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","LAY DAM","32.8655","86.6969","0.0","0.0","0.0","0.0","305163.0","0.0","0.0","0.0","0.0","0.0"
"AL","LEWIS SMITH DAM","33.7575","87.2949","0.0","0.0","0.0","0.0","234693.0","0.0","0.0","0.0","0.0","0.0"
"AL","LOGAN MARTIN DAM","33.3912","86.1476","0.0","0.0","0.0","0.0","188730.0","0.0","0.0","0.0","0.0","0.0"
"AL","M C DIXON LUMBER CO INC","31.8822","85.4021","0.0","0.0","0.0","0.0","0.0","8331.3","0.0","0.0","0.0","0.0"
"AL","MARTIN DAM","32.5897","86.1442","0.0","0.0","0.0","0.0","166867.0","0.0","0.0","0.0","0.0","0.0"
"AL","MARY ANN GAS PLANT","30.7449","88.1865","0.0","0.0","6387.8","0.0","0.0","0.0","0.0","0.0","0.0","758.3"
"AL","MCINTOSH","31.4067","88.1903","0.0","1479.0","215300.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","MCWILLIAMS","31.4097","86.3731","0.0","0.0","359624.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","MEAD COATED BOARD INC","32.2861","85.1697","0.0","12344.4","116113.6","0.0","0.0","545001.7","0.0","0.0","0.0","0.0"
"AL","MILLERS FERRY","32.0469","87.2619","0.0","0.0","0.0","0.0","256088.0","0.0","0.0","0.0","0.0","0.0"
"AL","MITCHELL DAM","32.9291","86.2590","0.0","0.0","0.0","0.0","253508.0","0.0","0.0","0.0","0.0","0.0"
"AL","MOBILE BAY ONSHORE TREATING FACILITY","30.7449","88.1865","0.0","0.0","60171.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","MOBILE ENERGY SERVICES CO LLC","30.7449","88.1865","169255.7","0.0","237091.8","0.0","0.0","142413.6","0.0","0.0","0.0","0.0"
"AL","MOBILE MILL","30.7449","88.1865","107454.4","0.0","79724.7","0.0","0.0","205501.8","0.0","0.0","0.0","0.0"
"AL","NAHEOLA MILL","32.0040","88.2019","69367.2","11274.8","39591.0","0.0","0.0","326515.8","0.0","0.0","0.0","0.0"
"AL","POINT A","31.2610","86.4441","0.0","0.0","0.0","0.0","8803.0","0.0","0.0","0.0","0.0","0.0"
"AL","RIVERDALE MILL","32.3880","87.1441","0.0","13156.8","189771.6","0.0","0.0","399118.7","0.0","0.0","0.0","0.0"
"AL","SHELL OFFSHORE INC YELLOWHAMMER PLANT","30.7449","88.1865","0.0","0.0","16478.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","SLOSS INDUSTRIES CORP","33.5443","86.9025","0.0","0.0","1023.8","0.0","0.0","4018.5","0.0","0.0","0.0","37420.4"
"AL","SMURFIT STONE CORP","31.1279","87.1521","109.0","12304.1","1373.4","0.0","0.0","286115.1","0.0","0.0","0.0","0.0"
"AL","SO EASTERN ELECTRIC DEVELOPMENT CORP LEE COUNTY AL FACILITY","32.5781","85.3490","0.0","0.0","36471.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","THURLOW DAM","32.5897","86.1442","0.0","0.0","0.0","0.0","100602.0","0.0","0.0","0.0","0.0","0.0"
"AL","U S  ALLIANCE COOSA PINES","33.3912","86.1476","102690.7","207.6","2781.2","0.0","0.0","128887.2","0.0","0.0","0.0","0.0"
"AL","UNOCALS CHUNCHULA PLANT 1","30.7449","88.1865","0.0","0.0","9081.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","WALTER BOULDIN DAM","32.5897","86.1442","0.0","0.0","0.0","0.0","298393.0","0.0","0.0","0.0","0.0","0.0"
"AL","WASHINGTON COUNTY","31.4067","88.1903","0.0","0.0","648495.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","WEISS DAM","34.2320","85.6211","0.0","0.0","0.0","0.0","125771.0","0.0","0.0","0.0","0.0","0.0"
"AL","WEYERHAEUSER PINE HILL OPERATIONS","32.0469","87.2619","18453.4","16479.2","54366.4","0.0","0.0","403595.6","0.0","0.0","0.0","50.4"
"AL","WHEELER","34.5518","87.3181","0.0","0.0","0.0","0.0","839481.0","0.0","0.0","0.0","0.0","0.0"
"AL","WIDOWS CREEK","34.8825","85.7547","9577732.0","16902.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL","WILSON","34.8747","87.7070","0.0","0.0","0.0","0.0","1666092.0","0.0","0.0","0.0","0.0","0.0"
"AL","YATES DAM","32.5897","86.1442","0.0","0.0","0.0","0.0","61246.0","0.0","0.0","0.0","0.0","0.0"
